,Athlete,NOC,Medal,Edition
13353,"PILGUI, Vladimir",URS,Bronze,1972
13354,"POMMERENKE, Jürgen",GDR,Bronze,1972
13355,"RUDAKOV, Yevgeni",URS,Bronze,1972
13356,"SABO, Iosef",URS,Bronze,1972
13357,"SCHULENBERG, Ralf",GDR,Bronze,1972
13358,"SEGUIN, Wolfgang",GDR,Bronze,1972
13359,"SEMENOV, Vyacheslav",URS,Bronze,1972
13360,"SPARWASSER, Jürgen",GDR,Bronze,1972
13361,"STREICH, Joachim",GDR,Bronze,1972
13362,"VOGEL, Eberhard",GDR,Bronze,1972
13363,"WATZLICH, Siegmar",GDR,Bronze,1972
13364,"WEISE, Konrad",GDR,Bronze,1972
13365,"YAKUBIK, Andrei",URS,Bronze,1972
13366,"ZANAZANYAN, Oganes",URS,Bronze,1972
13367,"ZAPF, Manfred",GDR,Bronze,1972
13368,"ANCZOK, Zygmunt",POL,Gold,1972
13369,"CMIKIEWICZ, Leslaw",POL,Gold,1972
13370,"DEYNA, Kazimierz",POL,Gold,1972
13371,"GADOCHA, Robert",POL,Gold,1972
13372,"GORGON, Jerzy",POL,Gold,1972
13373,"GUT, Zbigniew",POL,Gold,1972
13374,"KMIECIK, Kazimierz",POL,Gold,1972
13375,"KOSTKA, Hubert",POL,Gold,1972
13376,"KRASKA, Jerzy",POL,Gold,1972
13377,"LATO, Grzegorz",POL,Gold,1972
13378,"LUBANSKI, Wlodzimierz",POL,Gold,1972
13379,"MARX, Joachim",POL,Gold,1972
13380,"MASZCZYK, Zygmunt",POL,Gold,1972
13381,"OSTAFINSKI, Marjan",POL,Gold,1972
13382,"SZOLTYSIK, Zygfryd",POL,Gold,1972
13383,"SZYMANOWSKI, Antoni",POL,Gold,1972
13384,"SZYMCZAK, Ryszard",POL,Gold,1972
13385,"BALINT, Laszlo",HUN,Silver,1972
13386,"BRANIKOVICS, Laszlo",HUN,Silver,1972
13387,"DUNAI, Antal",HUN,Silver,1972
13388,"DUNAI, Ede",HUN,Silver,1972
13389,"GECZI, Istvan",HUN,Silver,1972
13390,"JUHASZ, Peter",HUN,Silver,1972
13391,"KOCSIS, Lajos",HUN,Silver,1972
13392,"KOVACS, Jozsef",HUN,Silver,1972
13393,"KOZMA, Mihaly",HUN,Silver,1972
13394,"KU, Lajos",HUN,Silver,1972
13395,"PANCSICS, Miklos",HUN,Silver,1972
13396,"ROTHERMEL, Adam",HUN,Silver,1972
13397,"SZUCS, Lajos",HUN,Silver,1972
13398,"TOTH, Kalman",HUN,Silver,1972
13399,"VARADI, Bela",HUN,Silver,1972
13400,"VEPI, Peter",HUN,Silver,1972
13401,"VIDACS, Csaba",HUN,Silver,1972
13402,"JANZ, Karin",GDR,Bronze,1972
13403,"KORBUT, Olga",URS,Gold,1972
13404,"LAZAKOVICH, Tamara",URS,Silver,1972
13405,"KASAMATSU, Shigeru",JPN,Bronze,1972
13406,"ANDRIANOV, Nikolay",URS,Gold,1972
13407,"NAKAYAMA, Akinori",JPN,Silver,1972
13408,"LAZAKOVICH, Tamara",URS,Bronze,1972
13409,"KORBUT, Olga",URS,Gold,1972
13410,"TURISCHEVA, Lyudmila",URS,Silver,1972
13411,"KASAMATSU, Shigeru",JPN,Bronze,1972
13412,"TSUKAHARA, Mitsuo",JPN,Gold,1972
13413,"KATO, Sawao",JPN,Silver,1972
13414,"NAKAYAMA, Akinori",JPN,Bronze,1972
13415,"KATO, Sawao",JPN,Gold,1972
13416,"KENMOTSU, Eizo",JPN,Silver,1972
13417,"LAZAKOVICH, Tamara",URS,Bronze,1972
13418,"TURISCHEVA, Lyudmila",URS,Gold,1972
13419,"JANZ, Karin",GDR,Silver,1972
13420,"KENMOTSU, Eizo",JPN,Bronze,1972
13421,"KATO, Sawao",JPN,Gold,1972
13422,"KASAMATSU, Shigeru",JPN,Silver,1972
13423,"KENMOTSU, Eizo",JPN,Bronze,1972
13424,"KLIMENKO, Viktor",URS,Gold,1972
13425,"KATO, Sawao",JPN,Silver,1972
13426,"TSUKAHARA, Mitsuo",JPN,Bronze,1972
13427,"NAKAYAMA, Akinori",JPN,Gold,1972
13428,"VORONIN, Mikhail",URS,Silver,1972
13429,"BREHME, Matthias",GDR,Bronze,1972
13430,"KLOTZ, Wolfgang",GDR,Bronze,1972
13431,"KÖSTE, Klaus",GDR,Bronze,1972
13432,"PAEKE, Jürgen",GDR,Bronze,1972
13433,"RYCHLY, Reinhard",GDR,Bronze,1972
13434,"THÜNE, Wolfgang",GDR,Bronze,1972
13435,"KASAMATSU, Shigeru",JPN,Gold,1972
13436,"KATO, Sawao",JPN,Gold,1972
13437,"KENMOTSU, Eizo",JPN,Gold,1972
13438,"NAKAYAMA, Akinori",JPN,Gold,1972
13439,"OKAMURA, Teruichi",JPN,Gold,1972
13440,"TSUKAHARA, Mitsuo",JPN,Gold,1972
13441,"ANDRIANOV, Nikolay",URS,Silver,1972
13442,"KLIMENKO, Viktor",URS,Silver,1972
13443,"MALEEV, Aleksandr",URS,Silver,1972
13444,"MIKAELIAN, Edvard",URS,Silver,1972
13445,"SHUKIN, Vladimir",URS,Silver,1972
13446,"VORONIN, Mikhail",URS,Silver,1972
13447,"BEKESI, Ilona",HUN,Bronze,1972
13448,"CSASZAR, Monika",HUN,Bronze,1972
13449,"KELEMEN, Marta",HUN,Bronze,1972
13450,"KERY, Aniko",HUN,Bronze,1972
13451,"MEDVECZKY, Krisztina",HUN,Bronze,1972
13452,"NAGY, Zsuzsa",HUN,Bronze,1972
13453,"BURDA, Lyubov",URS,Gold,1972
13454,"KORBUT, Olga",URS,Gold,1972
13455,"KOSHEL, Antonina",URS,Gold,1972
13456,"LAZAKOVICH, Tamara",URS,Gold,1972
13457,"SAADI, Elvira",URS,Gold,1972
13458,"TURISCHEVA, Lyudmila",URS,Gold,1972
13459,"ABEL, Irene",GDR,Silver,1972
13460,"HELLMANN, Angelika",GDR,Silver,1972
13461,"JANZ, Karin",GDR,Silver,1972
13462,"SCHMEISSER, Richarda",GDR,Silver,1972
13463,"SCHMITT, Christine",GDR,Silver,1972
13464,"ZUCHOLD, Erika",GDR,Silver,1972
13465,"JANZ, Karin",GDR,Gold,1972
13466,"KORBUT, Olga",URS,Silver,1972
13467,"ZUCHOLD, Erika",GDR,Silver,1972
13468,"ANDRIANOV, Nikolay",URS,Bronze,1972
13469,"KÖSTE, Klaus",GDR,Gold,1972
13470,"KLIMENKO, Viktor",URS,Silver,1972
13471,"TURISCHEVA, Lyudmila",URS,Bronze,1972
13472,"JANZ, Karin",GDR,Gold,1972
13473,"ZUCHOLD, Erika",GDR,Silver,1972
13474,"BIRTALAN, Stefan",ROU,Bronze,1972
13475,"COSMA, Adrian",ROU,Bronze,1972
13476,"DINCA, Alexandru",ROU,Bronze,1972
13477,"GATU, Cristian",ROU,Bronze,1972
13478,"GRUIA, Gheorghe",ROU,Bronze,1972
13479,"GUNES, Roland",ROU,Bronze,1972
13480,"KICSID, Gabriel",ROU,Bronze,1972
13481,"LICU, Ghita",ROU,Bronze,1972
13482,"MARIN, Daniel",ROU,Bronze,1972
13483,"PENU, Cornel",ROU,Bronze,1972
13484,"SAMUNGI, Valentin",ROU,Bronze,1972
13485,"SOBEL, Simion",ROU,Bronze,1972
13486,"STOCKL, Werner",ROU,Bronze,1972
13487,"TUDOSIE, Constantin",ROU,Bronze,1972
13488,"VOINEA, Radu",ROU,Bronze,1972
13489,"ARSLANAGIC, Abaz",YUG,Gold,1972
13490,"FAJFRIC, Petar",YUG,Gold,1972
13491,"HORVAT, Hrvoje",YUG,Gold,1972
13492,"KARALIC, Milorad",YUG,Gold,1972
13493,"LAVRNIC, Djoko",YUG,Gold,1972
13494,"LAZAREVIC, Milan",YUG,Gold,1972
13495,"MILJAK, Zdravko",YUG,Gold,1972
13496,"MISKOVIC, Slobodan",YUG,Gold,1972
13497,"POKRAJAC, Branislav",YUG,Gold,1972
13498,"POPOVIC, Nebojsa",YUG,Gold,1972
13499,"PRIBANIC, Miroslav",YUG,Gold,1972
13500,"VIDOVIC, Albin",YUG,Gold,1972
13501,"ZIVKOVIC, Zoran",YUG,Gold,1972
13502,"ZORKO, Zdenko",YUG,Gold,1972
13503,"BENES, Ladislav",TCH,Silver,1972
13504,"BRUNA, Frantisek",TCH,Silver,1972
13505,"HABR, Vladimir",TCH,Silver,1972
13506,"JARY, Vladimir",TCH,Silver,1972
13507,"KAVAN, Jiri",TCH,Silver,1972
13508,"KLIMCICK, Arnost",TCH,Silver,1972
13509,"KONENCNY, Jaroslav",TCH,Silver,1972
13510,"KRALIK, Frantisek",TCH,Silver,1972
13511,"KREPINDL, Jindrich",TCH,Silver,1972
13512,"LAFKO, Vincent",TCH,Silver,1972
13513,"LUKOSIK, Andrej",TCH,Silver,1972
13514,"MIKES, Pavel",TCH,Silver,1972
13515,"POSPISIL, Petr",TCH,Silver,1972
13516,"SATRAPA, Ivan",TCH,Silver,1972
13517,"SKARA, Zdenek",TCH,Silver,1972
13518,"SKARVAN, Jaroslav",TCH,Silver,1972
13519,"BILLIMOGAPUTTASWAMY, Govind",IND,Bronze,1972
13520,"CHARLES, Cornelius",IND,Bronze,1972
13521,"FREDERICK, Manuel",IND,Bronze,1972
13522,"KINDO, Michael",IND,Bronze,1972
13523,"KUMAR, Ashok",IND,Bronze,1972
13524,"MOLLERAPOOVAYYA, Ganesh",IND,Bronze,1972
13525,"PERUMAL, Krishnanurthy",IND,Bronze,1972
13526,"SINGH, Ajitpal",IND,Bronze,1972
13527,"SINGH, Harbinder",IND,Bronze,1972
13528,"SINGH, Harcharan",IND,Bronze,1972
13529,"SINGH, Harmik",IND,Bronze,1972
13530,"SINGH, Kulwant",IND,Bronze,1972
13531,"SINGH, Mukhbain",IND,Bronze,1972
13532,"SINGH, Virinder",IND,Bronze,1972
13533,"BAUMGART, Wolfgang",FRG,Gold,1972
13534,"DROSE, Horst",FRG,Gold,1972
13535,"FREISE, Dieter",FRG,Gold,1972
13536,"KAESSMANN, Werner",FRG,Gold,1972
13537,"KELLER, Carsten",FRG,Gold,1972
13538,"KITTSTEIN, Detlef",FRG,Gold,1972
13539,"KLAES, Ulrich",FRG,Gold,1972
13540,"KRAUS, Peter",FRG,Gold,1972
13541,"KRAUSE, Michael",FRG,Gold,1972
13542,"PETER, Michael",FRG,Gold,1972
13543,"ROTT, Wolfgang",FRG,Gold,1972
13544,"SCHMIDT, Fritz",FRG,Gold,1972
13545,"SEIFERT, Rainer",FRG,Gold,1972
13546,"STRODTER, Wolfgang",FRG,Gold,1972
13547,"SUHL, Eckard",FRG,Gold,1972
13548,"THELEN, Eduard",FRG,Gold,1972
13549,"TRUMP, Peter",FRG,Gold,1972
13550,"VOS, Ulrich",FRG,Gold,1972
13551,"ABDUL, Rashid III",PAK,Silver,1972
13552,"AKHTAR, Rasool",PAK,Silver,1972
13553,"AKHTAR, Ul Islam",PAK,Silver,1972
13554,"BUTT, Jahangir Ahmad",PAK,Silver,1972
13555,"FAZAL, Ur Rehman",PAK,Silver,1972
13556,"ISLAH, Ud Din",PAK,Silver,1972
13557,"MALIK, Muhammad Azam",PAK,Silver,1972
13558,"MUHAMMAD, Shahnaz",PAK,Silver,1972
13559,"MUNAWAR, Uz-Zaman",PAK,Silver,1972
13560,"RIAZ, Ahmad",PAK,Silver,1972
13561,"SAEED, Anwar",PAK,Silver,1972
13562,"SHERWANI, Saleem",PAK,Silver,1972
13563,"SYED, Iftikar Ahmed",PAK,Silver,1972
13564,"SYED, Mudassar Ashgar",PAK,Silver,1972
13565,"ZAHID, Muhammad",PAK,Silver,1972
13566,"KIM, Yong Ik",PRK,Bronze,1972
13567,"MOUNIER, Jean-Jacques",FRA,Bronze,1972
13568,"KAWAGUCHI, Takao",JPN,Gold,1972
13569,"NISHIMURA, Motoki",JPN,Bronze,1972
13570,"ONASHVILI, Givi",URS,Bronze,1972
13571,"RUSKA, Willem",NED,Gold,1972
13572,"GLAHN, Klaus",FRG,Silver,1972
13573,"HÖTGER, Dietmar",GDR,Bronze,1972
13574,"NOVIKOV, Anatoli",URS,Bronze,1972
13575,"NOMURA, Toyokazu",JPN,Gold,1972
13576,"ZAJKOWSKI, Antoni",POL,Silver,1972
13577,"COCHE, Jean-Paul",FRA,Bronze,1972
13578,"JACKS, Brian Albert Thomas",GBR,Bronze,1972
13579,"SEKINE, Shinobu",JPN,Gold,1972
13580,"OH, Seung-Lip",KOR,Silver,1972
13581,"BARTH, Paul",FRG,Bronze,1972
13582,"ISHII, Chiaki",BRA,Bronze,1972
13583,"CHOCHOSHVILI, Shota",URS,Gold,1972
13584,"STARBROOK, David Colin",GBR,Silver,1972
13585,"BRONDANI, Jean-Claude",FRA,Bronze,1972
13586,"PARISI, Angelo",GBR,Bronze,1972
13587,"RUSKA, Willem",NED,Gold,1972
13588,"KUZNETSOV, Vitali",URS,Silver,1972
13589,"LEDNEV, Pavel",URS,Bronze,1972
13590,"BALCZO, Andras",HUN,Gold,1972
13591,"ONISHENKO, Boris",URS,Silver,1972
13592,"HURME, Risto",FIN,Bronze,1972
13593,"KETELÄ, Martti Einari",FIN,Bronze,1972
13594,"SALMINEN, Veikko",FIN,Bronze,1972
13595,"LEDNEV, Pavel",URS,Gold,1972
13596,"ONISHENKO, Boris",URS,Gold,1972
13597,"SHMELEV, Vladimir",URS,Gold,1972
13598,"BAKO, Pal",HUN,Silver,1972
13599,"BALCZO, Andras",HUN,Silver,1972
13600,"VILLANYI, Zsigmond",HUN,Silver,1972
13601,"LUYNENBURG, Roelof Johan",NED,Bronze,1972
13602,"STOKVIS, Rudolf (Ruud)",NED,Bronze,1972
13603,"BRIETZKE, Siegfried",GDR,Gold,1972
13604,"MAGER, Wolfgang",GDR,Gold,1972
13605,"BACHMANN, Alfred",SUI,Silver,1972
13606,"FISCHER, Heinrich",SUI,Silver,1972
13607,"BÖHMER, Joachim",GDR,Bronze,1972
13608,"SCHMIED, Hans-Ulrich",GDR,Bronze,1972
13609,"KORSHIKOV, Gennadi",URS,Gold,1972
13610,"TIMOSHININ, Aleksandr",URS,Gold,1972
13611,"HANSEN, Frank",NOR,Silver,1972
13612,"THÖGERSEN, Svein Th.",NOR,Silver,1972
13613,"BORZYM, Hans-Joachim",GDR,Bronze,1972
13614,"DIMKE, Harold",GDR,Bronze,1972
13615,"LANDVOIGT, Bernd",GDR,Bronze,1972
13616,"LANDVOIGT, Jörg",GDR,Bronze,1972
13617,"MEDEROW, Heinrich",GDR,Bronze,1972
13618,"SCHMORDE, Manfred",GDR,Bronze,1972
13619,"SCHNEIDER, Manfred",GDR,Bronze,1972
13620,"SCHREIBER, Hartmut",GDR,Bronze,1972
13621,"SCHWARZ, Dietmar",GDR,Bronze,1972
13622,"COKER, Trevor",NZL,Gold,1972
13623,"DICKIE, Simon Charles",NZL,Gold,1972
13624,"EARL, Athol",NZL,Gold,1972
13625,"HUNTER, John Andrew",NZL,Gold,1972
13626,"HURT, Anthony",NZL,Gold,1972
13627,"JOYCE, Richard John",NZL,Gold,1972
13628,"ROBERTSON, Gary",NZL,Gold,1972
13629,"VELDMAN, Gerard Wybo",NZL,Gold,1972
13630,"WILSON, Lindsay",NZL,Gold,1972
13631,"CLAPP, Eugene Howard Iv",USA,Silver,1972
13632,"HOBBS, Franklin Warren Iv",USA,Silver,1972
13633,"HOBBS, William Barton Rogers",USA,Silver,1972
13634,"HOFFMAN, Paul",USA,Silver,1972
13635,"LIVINGSTON, John Cleve",USA,Silver,1972
13636,"LIVINGSTON, Michael Kent",USA,Silver,1972
13637,"MICKELSON, Timothy Carl",USA,Silver,1972
13638,"RAYMOND, Peter Harlow",USA,Silver,1972
13639,"TERRY, Lawrence Jr.",USA,Silver,1972
13640,"EHRIG, Joachim Werner",FRG,Bronze,1972
13641,"FUNNEKÖTTER, Peter",FRG,Bronze,1972
13642,"HELD, Franz",FRG,Bronze,1972
13643,"PLOTTKE, Wolfgang",FRG,Bronze,1972
13644,"FORBERGER, Frank",GDR,Gold,1972
13645,"GRAHN, Dieter",GDR,Gold,1972
13646,"RÜHLE, Frank",GDR,Gold,1972
13647,"SCHUBERT, Dieter",GDR,Gold,1972
13648,"COLLINGE, Ross Hounsell",NZL,Silver,1972
13649,"MILLS, Noel",NZL,Silver,1972
13650,"STOREY, Dudley Leonard",NZL,Silver,1972
13651,"TONKS, Richard",NZL,Silver,1972
13652,"JANOS, Vladimir",TCH,Bronze,1972
13653,"MARECEK, Otakar",TCH,Bronze,1972
13654,"NEFFE, Karel",TCH,Bronze,1972
13655,"PETRICEK, Vladimir",TCH,Bronze,1972
13656,"PROVAZNIK, Frantisek",TCH,Bronze,1972
13657,"AUER, Gerhard",FRG,Gold,1972
13658,"BENTER, Uwe",FRG,Gold,1972
13659,"BERGER, Peter",FRG,Gold,1972
13660,"BIERL, Alois",FRG,Gold,1972
13661,"FÄRBER, Hans-Johann",FRG,Gold,1972
13662,"GUST, Reinhard",GDR,Silver,1972
13663,"JOBST, Rolf",GDR,Silver,1972
13664,"LUDWIG, Klaus-Dieter",GDR,Silver,1972
13665,"MARTENS, Eckhard",GDR,Silver,1972
13666,"ZANDER, Dietrich",GDR,Silver,1972
13667,"CEAPURA, Petre",ROU,Bronze,1972
13668,"LOVRENSCHI, Ladislau",ROU,Bronze,1972
13669,"TUDOR, Stefan",ROU,Bronze,1972
13670,"GUNKEL, Wolfgang",GDR,Gold,1972
13671,"LUCKE, Jörg",GDR,Gold,1972
13672,"NEUBERT, Klaus-Dieter",GDR,Gold,1972
13673,"PETRICEK, Vladimir",TCH,Silver,1972
13674,"SVOJANOVSKY, Oldrich",TCH,Silver,1972
13675,"SVOJANOVSKY, Pavel",TCH,Silver,1972
13676,"GÜLDENPFENNIG, Wolfgang",GDR,Bronze,1972
13677,"MALISHEV, Yuri",URS,Gold,1972
13678,"DEMIDDI, Alberto",ARG,Silver,1972
13679,"COHAN, Donald Smith",USA,Bronze,1972
13680,"HORTER, Charles John",USA,Bronze,1972
13681,"MARSHALL, John Knox",USA,Bronze,1972
13682,"ANDERSON, Thomas James",AUS,Gold,1972
13683,"CUNEO, John Bruce",AUS,Gold,1972
13684,"SHAW, John Cameron",AUS,Gold,1972
13685,"BOROWSKI, Paul",GDR,Silver,1972
13686,"THUN, Karl-Heinz",GDR,Silver,1972
13687,"WEICHERT, Konrad",GDR,Silver,1972
13688,"COTE, Paul",CAN,Bronze,1972
13689,"EKELS, John",CAN,Bronze,1972
13690,"MILLER, David Sidney",CAN,Bronze,1972
13691,"ALLEN, William Charles",USA,Gold,1972
13692,"BENTSEN, William Bruce",USA,Gold,1972
13693,"MELGES, Harry Clemens",USA,Gold,1972
13694,"KNAPE, Bo",SWE,Silver,1972
13695,"KROOK, Stefan",SWE,Silver,1972
13696,"WENNERSTRÖ, Stig",SWE,Silver,1972
13697,"LIBOR, Ullrich",FRG,Bronze,1972
13698,"NAUMANN, Peter",FRG,Bronze,1972
13699,"DAVIES, Christopher",GBR,Gold,1972
13700,"PATTISSON, Rodney Stuart",GBR,Gold,1972
13701,"PAJOT, Marc",FRA,Silver,1972
13702,"PAJOT, Yves",FRA,Silver,1972
13703,"POTAPOV, Viktor",URS,Bronze,1972
13704,"MAURY, Serge",FRA,Gold,1972
13705,"HADZIPAVLIS, Ilias",GRE,Silver,1972
13706,"DEAN, Peter Sweetser",USA,Bronze,1972
13707,"FOSTER, Glenn Seward II",USA,Bronze,1972
13708,"DYRDYRA, Vitali",URS,Gold,1972
13709,"MANKIN, Valentyn",URS,Gold,1972
13710,"HUNT, David Charles Gower",GBR,Silver,1972
13711,"WARREN, Alan Kemp",GBR,Silver,1972
13712,"KUHWEIDE, Wilhelm",FRG,Bronze,1972
13713,"MEYER, Max Adolf Karsten",FRG,Bronze,1972
13714,"ANDERSON, John",AUS,Gold,1972
13715,"FORBES, David John Oliver",AUS,Gold,1972
13716,"PETTERSON, Pelle",SWE,Silver,1972
13717,"WESTERDAHL, Stellan",SWE,Silver,1972
13718,"TORSHIN, Viktor",URS,Bronze,1972
13719,"ZAPEDZKI, Jozef",POL,Gold,1972
13720,"FALTA, Ladislav",TCH,Silver,1972
13721,"PAPP, Lajos",HUN,Bronze,1972
13722,"WIGGER, Lones Wesley Jr.",USA,Gold,1972
13723,"MELNIK, Boris",URS,Silver,1972
13724,"DOLLINGER, Rudolf",AUT,Bronze,1972
13725,"SKANÄKER, Ragnar",SWE,Gold,1972
13726,"IUGA, Daniel",ROU,Silver,1972
13727,"LIPPOLDT, Werner",GDR,Bronze,1972
13728,"WRITER, John Henry",USA,Gold,1972
13729,"BASSHAM, Lance Robert",USA,Silver,1972
13730,"ROTARU, Nicolae",ROU,Bronze,1972
13731,"LI, Ho-Jun",PRK,Gold,1972
13732,"AUER, Victor Lee",USA,Silver,1972
13733,"KYNOCH, John Marriott",GBR,Bronze,1972
13734,"ZHELEZNYAK, Yakov",URS,Gold,1972
13735,"BELLINGRODT, Helmut",COL,Silver,1972
13736,"BUCHHEIM, Michael",GDR,Bronze,1972
13737,"WIRNHIER, Konrad",FRG,Gold,1972
13738,"PETROV, Yevgeni",URS,Silver,1972
13739,"BASAGNI, Silvano",ITA,Bronze,1972
13740,"SCALZONE, Angelo",ITA,Gold,1972
13741,"CARREGA, Michel",FRA,Silver,1972
13742,"BORSHCH, Viktor",URS,Bronze,1972
13743,"CHULAK, Yefim",URS,Bronze,1972
13744,"DOMANI, Vyacheslav",URS,Bronze,1972
13745,"KONDRA, Vladimir",URS,Bronze,1972
13746,"KRAVCHENKO, Valeri",URS,Bronze,1972
13747,"LAPINSKY, Yevgeni",URS,Bronze,1972
13748,"PATKIN, Vladimir",URS,Bronze,1972
13749,"POYARKOV, Yuri",URS,Bronze,1972
13750,"PUTYATOV, Vladimir",URS,Bronze,1972
13751,"SAPRYKIN, Aleksandr",URS,Bronze,1972
13752,"STARUNSKY, Yuri",URS,Bronze,1972
13753,"ZAIKO, Leonid",URS,Bronze,1972
13754,"FUKAO, Yoshihide",JPN,Gold,1972
13755,"KIMURA, Kenji",JPN,Gold,1972
13756,"MINAMI, Masayuki",JPN,Gold,1972
13757,"MORITA, Jungo",JPN,Gold,1972
13758,"NAKAMURA, Yuzo",JPN,Gold,1972
13759,"NEKODA, Katsutoshi",JPN,Gold,1972
13760,"NISHIMOTO, Tetsuo",JPN,Gold,1972
13761,"NOGUCHI, Yasuhiro",JPN,Gold,1972
13762,"OKO, Seiji",JPN,Gold,1972
13763,"SATO, Tetsuo",JPN,Gold,1972
13764,"SHIMAOKA, Kenji",JPN,Gold,1972
13765,"YOKOTA, Tadayoshi",JPN,Gold,1972
13766,"HAGEN, Horst",GDR,Silver,1972
13767,"LÖWE, Wolfgang",GDR,Silver,1972
13768,"MAIBOHM, Wolfgang",GDR,Silver,1972
13769,"MAUNE, Jurgen",GDR,Silver,1972
13770,"PETER, Horst",GDR,Silver,1972
13771,"PIETZSCH, Eckehard",GDR,Silver,1972
13772,"SCHNEIDER, Siegfried",GDR,Silver,1972
13773,"SCHULZ, Arnold",GDR,Silver,1972
13774,"SCHUMANN, Rudi",GDR,Silver,1972
13775,"TSCHARKE, Rainer",GDR,Silver,1972
13776,"WEBNER, Wolfgang",GDR,Silver,1972
13777,"WEISE, Wolfgang",GDR,Silver,1972
13778,"CHANG, Ok Rim",PRK,Bronze,1972
13779,"CHONG, Ok Jin",PRK,Bronze,1972
13780,"HWANG, Hye Suk",PRK,Bronze,1972
13781,"KANG, Ok Sun",PRK,Bronze,1972
13782,"KIM, Jung Bok",PRK,Bronze,1972
13783,"KIM, Myong Suk",PRK,Bronze,1972
13784,"KIM, Su Dae",PRK,Bronze,1972
13785,"KIM, Un Ja",PRK,Bronze,1972
13786,"PAEK, Myong Suk",PRK,Bronze,1972
13787,"RI, Chun Ok",PRK,Bronze,1972
13788,"RYOM, Chun Ja",PRK,Bronze,1972
13789,"BOROZNA, Lyudmila",URS,Gold,1972
13790,"BULDAKOVA, Lyudmila",URS,Gold,1972
13791,"GALUSHKA-DUYUNOVA, Vera",URS,Gold,1972
13792,"GONOBOBLEVA, Tatyana",URS,Gold,1972
13793,"KUDREVA, Natalya",URS,Gold,1972
13794,"LEONTYEVA, Galina",URS,Gold,1972
13795,"PONYAEVA-TRETYAKOVA, Tatyana",URS,Gold,1972
13796,"RYSKAL, Inna",URS,Gold,1972
13797,"SALIKHOVA, Roza",URS,Gold,1972
13798,"SARYCHEVA, Tatyana",URS,Gold,1972
13799,"SMOLEEVA, Nina",URS,Gold,1972
13800,"TURINA, Lyubov",URS,Gold,1972
13801,"FURUKAWA, Makiko",JPN,Silver,1972
13802,"HAMA, Keiko",JPN,Silver,1972
13803,"IIDA, Takako",JPN,Silver,1972
13804,"IWAHARA, Toyoko",JPN,Silver,1972
13805,"MATSUMURA, Katsumi",JPN,Silver,1972
13806,"OINUMA, Sumie",JPN,Silver,1972
13807,"OKAMOTO, Mariko",JPN,Silver,1972
13808,"SHIMAKAGE, Seiko",JPN,Silver,1972
13809,"SHIOKAWA, Michiko",JPN,Silver,1972
13810,"SHIRAI, Takako",JPN,Silver,1972
13811,"YAMASHITA, Noriko",JPN,Silver,1972
13812,"YAMAZAKI, Yaeko",JPN,Silver,1972
13813,"HOLCZREITER, Sandor",HUN,Bronze,1972
13814,"SMALCERZ, Zygmunt",POL,Gold,1972
13815,"SZÜCS, Lajos",HUN,Silver,1972
13816,"BONK, Gerd",GDR,Bronze,1972
13817,"ALEKSEYEV, Vasily",URS,Gold,1972
13818,"MANG, Rudolf",FRG,Silver,1972
13819,"CHETIN, Gennadi",URS,Bronze,1972
13820,"FÖLDI, Imre",HUN,Gold,1972
13821,"NASSIRI-SERESHT, Mohammad",IRI,Silver,1972
13822,"BENEDEK, Janos",HUN,Bronze,1972
13823,"NURIKIAN, Norair",BUL,Gold,1972
13824,"SHANIDZE, Dito",URS,Silver,1972
13825,"KACZMAREK, Zbigniew",POL,Bronze,1972
13826,"KIRZHINOV, Mukharbi",URS,Gold,1972
13827,"KUTCHEV, Mladen",BUL,Silver,1972
13828,"SILVINO, Anselmo",ITA,Bronze,1972
13829,"BIKOV, Yordan",BUL,Gold,1972
13830,"TARABULSI, Kheir Mohamed",LIB,Silver,1972
13831,"HORVATH, György",HUN,Bronze,1972
13832,"JENSSEN, Leif Goran",NOR,Gold,1972
13833,"OZIMEK, Norbert",POL,Silver,1972
13834,"BETTEMBOURG, Hans",SWE,Bronze,1972
13835,"NIKOLOV, Andon",BUL,Gold,1972
13836,"SHOPOV, Atanas",BUL,Silver,1972
13837,"GRÜTZNER, Stefan",GDR,Bronze,1972
13838,"TALTS, Yan",URS,Gold,1972
13839,"KRAITCHEV, Aleksandar",BUL,Silver,1972
13840,"JAVADIPOUR, Ebrahim",IRI,Bronze,1972
13841,"DMITRIEV, Roman",URS,Gold,1972
13842,"NIKOLOV, Ognian",BUL,Silver,1972
13843,"TAYLOR, Christopher J.",USA,Bronze,1972
13844,"MEDVED, Aleksandr",URS,Gold,1972
13845,"DURALIEV, Osman",BUL,Silver,1972
13846,"KIM, Gwong Hyong",PRK,Bronze,1972
13847,"KATO, Kiyomi",JPN,Gold,1972
13848,"ALAKHVERDIEV, Arsen",URS,Silver,1972
13849,"KLINGA, Laszlo",HUN,Bronze,1972
13850,"YANAGIDA, Hideaki",JPN,Gold,1972
13851,"SANDERS, Richard Joseph",USA,Silver,1972
13852,"KRASTEV, Ivan",BUL,Bronze,1972
13853,"ABDULBEKOV, Zagalav",URS,Gold,1972
13854,"AKDAG, Vehbi",TUR,Silver,1972
13855,"ASHURALIEV, Ruslan",URS,Bronze,1972
13856,"GABLE, Daniel Mack",USA,Gold,1972
13857,"WADA, Kikuo",JPN,Silver,1972
13858,"SEGER, Adolf",FRG,Bronze,1972
